0,[User:28 - Device:4 - Object:0 - BoundingBoxType:0 - time:04/06/2014 10:13:35] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,4,0,0,6.34610748291016,6.34610748291016,0,3.53758597373962
1,28,4,0,1,9.48558235168457,15.8316898345947,1,22.4424915313721
1,28,4,0,1,5.40395545959473,21.2356452941895,1,31.7150421142578
1,28,4,0,1,7.67103576660156,28.906681060791,1,17.1288909912109
1,28,4,0,0,5.06757736206055,33.9742584228516,1,23.8941059112549
1,28,4,0,1,9.78485107421875,43.7591094970703,1,17.1430587768555
1,28,4,0,0,10.9193382263184,54.6784477233887,0,15.2649450302124
1,28,4,0,1,6.83890914916992,61.5173568725586,0,12.3380870819092
1,28,4,0,1,6.33943176269531,67.8567886352539,0,16.6241569519043
1,28,4,0,0,3.93190765380859,71.7886962890625,1,27.9184303283691
1,28,4,0,0,6.72043609619141,78.5091323852539,2,42.508544921875
1,28,4,0,0,4.700439453125,83.2095718383789,0,5.98319435119629
0,[Device Ends At04/06/2014 10:15:04 -- Overall Times ] 83.2095718383789[Overall error] 236.498533964157  ,,,,,,,,0,[User:28 - Device:4 - Object:1 - BoundingBoxType:0 - time:04/06/2014 10:17:48] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
0,[User:28 - Device:4 - Object:1 - BoundingBoxType:0 - time:04/06/2014 10:17:56] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,4,1,0,3.83739304542542,3.83739304542542,0,13.523341178894
1,28,4,1,1,12.0049238204956,15.842316865921,1,17.2482299804688
1,28,4,1,1,5.73457145690918,21.5768883228302,0,8.65343189239502
1,28,4,1,0,9.65472984313965,31.2316181659698,1,24.4590950012207
1,28,4,1,1,17.2237968444824,48.4554150104523,0,7.13893461227417
1,28,4,1,0,5.63458251953125,54.0899975299835,0,6.37417507171631
1,28,4,1,0,4.01449966430664,58.1044971942902,1,21.0640296936035
1,28,4,1,1,4.09689712524414,62.2013943195343,0,13.3534669876099
1,28,4,1,1,20.6185073852539,82.8199017047882,1,23.9330406188965
1,28,4,1,1,2.9293212890625,85.7492229938507,1,17.2978973388672
1,28,4,1,0,3.50894927978516,89.2581722736359,1,24.8293342590332
1,28,4,1,0,3.76325988769531,93.0214321613312,0,16.0370750427246
0,[Device Ends At04/06/2014 10:19:33 -- Overall Times ] 93.0214321613312[Overall error] 193.912051677704  ,,,,,,,,
0,[User:28 - Device:1 - Object:0 - BoundingBoxType:0 - time:04/06/2014 10:27:47] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,1,0,1,4.02482080459595,4.02482080459595,0,13.5655069351196
1,28,1,0,1,7.18853044509888,11.2133512496948,2,48.7855377197266
1,28,1,0,0,5.40164184570313,16.6149930953979,0,7.71778869628906
1,28,1,0,1,7.17851448059082,23.7935075759888,0,10.381646156311
1,28,1,0,0,2.63903617858887,26.4325437545776,0,8.70884323120117
1,28,1,0,0,6.43789482116699,32.8704385757446,0,10.7944917678833
1,28,1,0,1,7.2426643371582,40.1131029129028,1,17.7102012634277
1,28,1,0,0,10.6534042358398,50.7665071487427,0,7.78136396408081
1,28,1,0,0,1.8390007019043,52.605507850647,0,3.85626721382141
1,28,1,0,1,10.8351554870605,63.4406633377075,1,20.0724563598633
1,28,1,0,1,8.12717437744141,71.5678377151489,0,15.7504386901855
1,28,1,0,0,4.06433868408203,75.632176399231,1,17.1917934417725
0,[Device Ends At04/06/2014 10:29:04 -- Overall Times ] 75.632176399231[Overall error] 182.316335439682  ,,,,,,,,
0,[User:28 - Device:1 - Object:1 - BoundingBoxType:0 - time:04/06/2014 10:29:14] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,1,1,1,5.22942304611206,5.22942304611206,0,10.4700517654419
1,28,1,1,1,9.26357889175415,14.4930019378662,0,13.7011985778809
1,28,1,1,1,7.51021385192871,22.0032157897949,1,22.9986782073975
1,28,1,1,1,6.44175720214844,28.4449729919434,0,5.45025253295898
1,28,1,1,0,2.19960594177246,30.6445789337158,2,40.9781646728516
1,28,1,1,1,9.31804656982422,39.96262550354,1,20.5397033691406
1,28,1,1,1,5.9576530456543,45.9202785491943,1,33.4288902282715
1,28,1,1,0,4.1443977355957,50.06467628479,2,44.2940902709961
1,28,1,1,0,6.92328262329102,56.9879589080811,1,19.54052734375
1,28,1,1,0,4.08803558349609,61.0759944915771,0,14.3023748397827
1,28,1,1,0,3.84077453613281,64.91676902771,0,6.55443382263184
1,28,1,1,0,5.95489501953125,70.8716640472412,0,6.59053659439087
0,[Device Ends At04/06/2014 10:30:28 -- Overall Times ] 70.8716640472412[Overall error] 238.848902225494  ,,,,,,,,
0,[User:28 - Device:0 - Object:1 - BoundingBoxType:0 - time:04/06/2014 10:36:37] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,0,1,0,6.49768257141113,6.49768257141113,0,10.8034200668335
1,28,0,1,1,12.0728645324707,18.5705471038818,1,23.8537521362305
1,28,0,1,0,8.7678165435791,27.3383636474609,0,7.06626844406128
1,28,0,1,1,6.16983795166016,33.5082015991211,1,28.0416965484619
1,28,0,1,1,7.65555953979492,41.163761138916,0,11.073655128479
1,28,0,1,1,12.2790298461914,53.4427909851074,0,4.93265438079834
1,28,0,1,0,7.30493545532227,60.7477264404297,2,38.4383087158203
1,28,0,1,1,12.8266830444336,73.5744094848633,1,25.9221267700195
1,28,0,1,1,8.73653411865234,82.3109436035156,0,5.97704029083252
1,28,0,1,0,9.56110382080078,91.8720474243164,0,14.3109321594238
1,28,0,1,0,8.12889099121094,100.000938415527,0,12.817759513855
1,28,0,1,0,9.89745330810547,109.898391723633,1,22.0339908599854
0,[Device Ends At04/06/2014 10:38:37 -- Overall Times ] 109.898391723633[Overall error] 205.271605014801  ,,,,,,,,
0,[User:28 - Device:0 - Object:0 - BoundingBoxType:0 - time:04/06/2014 10:38:48] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,0,0,1,8.74092388153076,8.74092388153076,0,2.69365859031677
1,28,0,0,0,1.789794921875,10.5307188034058,0,11.1638288497925
1,28,0,0,0,7.23027038574219,17.7609891891479,0,5.86249113082886
1,28,0,0,1,8.79045104980469,26.5514402389526,0,9.87220096588135
1,28,0,0,0,4.01318740844727,30.5646276473999,0,12.6582279205322
1,28,0,0,0,5.23643112182617,35.8010587692261,0,1.45424723625183
1,28,0,0,0,6.05191040039063,41.8529691696167,0,13.0651588439941
1,28,0,0,1,7.61462020874023,49.4675893783569,0,14.5498857498169
1,28,0,0,1,8.25614166259766,57.7237310409546,0,7.90331792831421
1,28,0,0,1,4.13259887695313,61.8563299179077,1,18.4771785736084
1,28,0,0,1,4.16281127929688,66.0191411972046,1,25.3228607177734
1,28,0,0,0,5.59166717529297,71.6108083724976,0,5.66786479949951
0,[Device Ends At04/06/2014 10:40:13 -- Overall Times ] 71.6108083724976[Overall error] 128.69092130661  ,,,,,,,,
0,[User:28 - Device:2 - Object:1 - BoundingBoxType:0 - time:04/06/2014 10:46:06] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,28,2,1,1,13.7556505203247,13.7556505203247,0,5.11713457107544
1,28,2,1,1,6.3721923828125,20.1278429031372,1,25.5506057739258
1,28,2,1,1,6.58815956115723,26.7160024642944,0,8.74269199371338
