0,[User:43 - Device:4 - Object:1 - BoundingBoxType:0 - time:04/08/2014 14:46:09] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,43,4,1,3,7.18632888793945,7.18632888793945,0,9.3944730758667
1,43,4,1,3,6.55859375,13.7449226379395,1,30.0618801116943
1,43,4,1,3,4.73357391357422,18.4784965515137,2,78.1294860839844
0,[User:43 - Device:4 - Object:1 - BoundingBoxType:0 - time:04/08/2014 14:49:08] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,43,4,1,3,10.5100994110107,10.5100994110107,0,12.4324312210083
1,43,4,1,3,44.4942474365234,55.0043468475342,0,6.09367895126343
1,43,4,1,3,31.0362701416016,86.0406169891357,0,9.09555339813232
1,43,4,1,3,15.0348663330078,101.075483322144,0,16.7801914215088
1,43,4,1,3,12.7262496948242,113.801733016968,0,3.96772909164429
1,43,4,1,3,9.03260803222656,122.834341049194,0,12.8824586868286
1,43,4,1,3,12.4396667480469,135.274007797241,1,17.1463108062744
1,43,4,1,3,13.7678985595703,149.041906356812,0,13.7516107559204
1,43,4,1,3,10.0819702148438,159.123876571655,0,8.48826503753662
1,43,4,1,3,12.0567932128906,171.180669784546,0,10.3122625350952
1,43,4,1,3,8.33155822753906,179.512228012085,0,6.36839866638184
1,43,4,1,3,10.4167327880859,189.928960800171,0,5.54651641845703
0,[Device Ends At04/08/2014 14:52:50 -- Overall Times ] 189.928960800171[Overall error] 122.865406990051  ,,,,,,,,
0,[User:43 - Device:0 - Object:0 - BoundingBoxType:0 - time:04/08/2014 15:03:50] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,43,0,0,3,17.7436056137085,17.7436056137085,0,5.72408819198608
1,43,0,0,3,11.1712665557861,28.9148721694946,0,11.4472312927246
1,43,0,0,3,20.3841781616211,49.2990503311157,0,10.7640953063965
1,43,0,0,3,9.98506546020508,59.2841157913208,1,20.7558364868164
1,43,0,0,3,12.8943939208984,72.1785097122192,0,4.12672662734985
1,43,0,0,3,8.32950592041016,80.5080156326294,0,16.5126609802246
1,43,0,0,3,12.2753143310547,92.7833299636841,0,8.14656448364258
1,43,0,0,3,9.41265869140625,102.19598865509,0,13.0740413665771
1,43,0,0,3,9.66780853271484,111.863797187805,1,17.5292739868164
1,43,0,0,3,7.89302825927734,119.756825447083,0,9.0927095413208
1,43,0,0,3,8.01495361328125,127.771779060364,1,19.8881168365479
1,43,0,0,3,7.155029296875,134.926808357239,0,8.28926277160645
0,[Device Ends At04/08/2014 15:06:15 -- Overall Times ] 134.926808357239[Overall error] 145.350607872009  ,,,,,,,,
0,[User:43 - Device:3 - Object:0 - BoundingBoxType:0 - time:04/08/2014 15:13:49] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,43,3,0,3,7.45563793182373,7.45563793182373,0,5.17615985870361
1,43,3,0,3,5.97533226013184,13.4309701919556,0,3.06169199943542
1,43,3,0,3,8.47458648681641,21.905556678772,0,1.71047353744507
1,43,3,0,3,7.52426528930664,29.4298219680786,0,7.7262077331543
1,43,3,0,3,10.6197166442871,40.0495386123657,0,1.93384170532227
1,43,3,0,3,5.70421981811523,45.753758430481,0,4.53248119354248
1,43,3,0,3,13.1444511413574,58.8982095718384,0,6.15874004364014
1,43,3,0,3,4.76519012451172,63.6633996963501,0,7.23926973342896
1,43,3,0,3,9.86819458007813,73.5315942764282,0,5.94656896591187
1,43,3,0,3,7.10774993896484,80.6393442153931,0,8.35327816009521
1,43,3,0,3,6.03579711914063,86.6751413345337,0,5.43010282516479
1,43,3,0,3,6.53787231445313,93.2130136489868,0,2.04211664199829
0,[Device Ends At04/08/2014 15:15:38 -- Overall Times ] 93.2130136489868[Overall error] 59.3109323978424  ,,,,,,,,
0,[User:43 - Device:2 - Object:0 - BoundingBoxType:0 - time:04/08/2014 15:25:48] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,43,2,0,3,6.94337844848633,6.94337844848633,0,16.4654102325439
1,43,2,0,3,5.98740386962891,12.9307823181152,0,8.97056674957275
1,43,2,0,3,9.68358612060547,22.6143684387207,1,29.6859970092773
1,43,2,0,3,8.46012878417969,31.0744972229004,0,6.65933322906494
1,43,2,0,3,8.32936096191406,39.4038581848145,0,6.89563322067261
1,43,2,0,3,9.65435028076172,49.0582084655762,0,6.33399868011475
1,43,2,0,3,12.8882598876953,61.9464683532715,0,7.51040458679199
