0,[User:25 - Device:0 - Object:1 - BoundingBoxType:0 - time:04/05/2014 14:11:03] :: 1  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,25,0,1,3,11.3459750413895,11.3459750413895,0,15.7471485137939
1,25,0,1,3,11.8258800506592,23.1718550920486,1,23.496826171875
1,25,0,1,3,2.40658378601074,25.5784388780594,2,110.419914245605
0,[User:25 - Device:0 - Object:1 - BoundingBoxType:0 - time:04/05/2014 14:13:27] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,25,0,1,3,57.6786022186279,57.6786022186279,1,18.5856895446777
1,25,0,1,3,22.7779541015625,80.4565563201904,0,11.2194452285767
1,25,0,1,3,18.2465896606445,98.703145980835,0,12.0046157836914
1,25,0,1,3,15.620979309082,114.324125289917,0,4.8711633682251
1,25,0,1,3,10.3996124267578,124.723737716675,0,7.50174283981323
1,25,0,1,3,13.1119689941406,137.835706710815,0,10.5446453094482
1,25,0,1,3,26.957275390625,164.79298210144,1,24.1898517608643
1,25,0,1,3,7.09220886230469,171.885190963745,0,13.7180795669556
1,25,0,1,3,7.56007385253906,179.445264816284,1,26.1893062591553
1,25,0,1,3,6.83753967285156,186.282804489136,2,47.6362571716309
1,25,0,1,3,8.12846374511719,194.411268234253,0,12.8993721008301
1,25,0,1,3,6.89028930664063,201.301557540894,0,10.8951759338379
0,[Device Ends At04/05/2014 14:17:12 -- Overall Times ] 201.301557540894[Overall error] 200.255344867706  ,,,,,,,,
0,[User:25 - Device:2 - Object:0 - BoundingBoxType:0 - time:04/05/2014 14:25:58] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,25,2,0,3,5.7727165222168,5.7727165222168,0,8.25906085968018
1,25,2,0,3,8.55580902099609,14.3285255432129,0,7.12135982513428
1,25,2,0,3,8.02767944335938,22.3562049865723,0,12.0100364685059
1,25,2,0,3,8.06163024902344,30.4178352355957,0,11.0890769958496
1,25,2,0,3,6.76084899902344,37.1786842346191,0,2.58723425865173
1,25,2,0,3,10.4979019165039,47.676586151123,0,1.76586151123047
1,25,2,0,3,5.78701019287109,53.4635963439941,0,13.7814168930054
1,25,2,0,3,6.08662414550781,59.550220489502,0,15.8687868118286
1,25,2,0,3,8.76303100585938,68.3132514953613,0,16.2435569763184
1,25,2,0,3,9.84828186035156,78.1615333557129,0,6.0963773727417
1,25,2,0,3,10.720703125,88.8822364807129,0,12.1113300323486
1,25,2,0,3,7.45820617675781,96.3404426574707,0,11.8561477661133
0,[Device Ends At04/05/2014 14:28:39 -- Overall Times ] 96.3404426574707[Overall error] 118.790245771408  ,,,,,,,,
0,[User:25 - Device:3 - Object:0 - BoundingBoxType:0 - time:04/05/2014 14:38:27] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,25,3,0,3,5.39262771606445,5.39262771606445,1,17.6853809356689
1,25,3,0,3,11.69775390625,17.0903816223145,1,23.2152309417725
1,25,3,0,3,9.39323425292969,26.4836158752441,0,12.7572221755981
1,25,3,0,3,5.73731994628906,32.2209358215332,0,15.7365236282349
1,25,3,0,3,20.0686950683594,52.2896308898926,0,9.3641471862793
1,25,3,0,3,15.8347702026367,68.1244010925293,0,4.58622646331787
1,25,3,0,3,4.95469665527344,73.0790977478027,1,20.4546318054199
1,25,3,0,3,2.88932800292969,75.9684257507324,0,14.9252786636353
1,25,3,0,3,4.07703399658203,80.0454597473145,0,7.06637954711914
1,25,3,0,3,5.26832580566406,85.3137855529785,0,15.4560852050781
1,25,3,0,3,8.94781494140625,94.2616004943848,1,25.2806644439697
1,25,3,0,3,5.05357360839844,99.3151741027832,1,23.9400901794434
0,[Device Ends At04/05/2014 14:40:45 -- Overall Times ] 99.3151741027832[Overall error] 190.467861175537  ,,,,,,,,
0,[User:25 - Device:4 - Object:0 - BoundingBoxType:0 - time:04/05/2014 14:59:41] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,25,4,0,3,8.61100006103516,8.61100006103516,1,24.3604583740234
1,25,4,0,3,7.41705322265625,16.0280532836914,0,10.9318780899048
1,25,4,0,3,13.4136657714844,29.4417190551758,0,3.89786148071289
1,25,4,0,3,11.0045394897461,40.4462585449219,0,1.29299128055573
1,25,4,0,3,8.99607849121094,49.4423370361328,0,2.92893552780151
1,25,4,0,3,9.88264465332031,59.3249816894531,0,4.16223812103271
1,25,4,0,3,5.30265808105469,64.6276397705078,0,9.90287303924561
1,25,4,0,3,4.45072937011719,69.078369140625,0,7.10925197601318
1,25,4,0,3,6.97142028808594,76.0497894287109,0,5.61093854904175
1,25,4,0,3,6.08790588378906,82.1376953125,0,7.52665519714355
1,25,4,0,3,11.9755554199219,94.1132507324219,0,9.78897857666016
1,25,4,0,3,7.54084777832031,101.654098510742,0,14.0853881835938
0,[Device Ends At04/05/2014 15:02:50 -- Overall Times ] 101.654098510742[Overall error] 101.598448395729  ,,,,,,,,
