0,[User:30 - Device:1 - Object:0 - BoundingBoxType:0 - time:04/06/2014 16:26:35] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,30,1,0,0,4.1805305480957,4.1805305480957,0,10.7729768753052
1,30,1,0,1,9.77932929992676,13.9598598480225,0,14.3222780227661
1,30,1,0,0,5.92333984375,19.8831996917725,1,21.6271171569824
1,30,1,0,0,4.32789993286133,24.2110996246338,0,14.5553331375122
1,30,1,0,0,6.99111938476563,31.2022190093994,0,6.97086238861084
1,30,1,0,0,7.30967330932617,38.5118923187256,0,8.65940570831299
1,30,1,0,1,10.8721694946289,49.3840618133545,0,8.62759208679199
1,30,1,0,1,11.1195602416992,60.5036220550537,0,9.18154716491699
1,30,1,0,1,6.16837310791016,66.6719951629639,0,9.48164653778076
1,30,1,0,0,20.0564041137695,86.7283992767334,0,16.6804733276367
1,30,1,0,1,12.2554397583008,98.9838390350342,0,3.43428826332092
1,30,1,0,1,8.72802734375,107.711866378784,2,37.1004333496094
0,[Device Ends At04/06/2014 16:28:39 -- Overall Times ] 107.711866378784[Overall error] 161.413954019547  ,,,,,,,,
0,[User:30 - Device:1 - Object:1 - BoundingBoxType:0 - time:04/06/2014 16:28:51] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,30,1,1,1,5.64740180969238,5.64740180969238,1,20.337085723877
1,30,1,1,0,6.5065746307373,12.1539764404297,0,15.0522174835205
1,30,1,1,1,21.2547473907471,33.4087238311768,0,15.921989440918
1,30,1,1,0,10.1353530883789,43.5440769195557,0,4.18343734741211
1,30,1,1,0,4.86504745483398,48.4091243743896,0,9.99487590789795
1,30,1,1,1,11.1717987060547,59.5809230804443,0,10.5981025695801
1,30,1,1,1,14.7849502563477,74.365873336792,0,5.80828046798706
1,30,1,1,0,12.006477355957,86.372350692749,2,35.6387557983398
1,30,1,1,0,6.94022369384766,93.3125743865967,0,9.05679321289063
1,30,1,1,1,25.4360809326172,118.748655319214,0,4.88736963272095
1,30,1,1,0,6.90777587890625,125.65643119812,0,10.2086095809937
1,30,1,1,1,12.7438659667969,138.400297164917,1,33.5807113647461
0,[Device Ends At04/06/2014 16:31:28 -- Overall Times ] 138.400297164917[Overall error] 175.268228530884  ,,,,,,,,
0,[User:30 - Device:4 - Object:1 - BoundingBoxType:0 - time:04/06/2014 16:39:44] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,30,4,1,0,3.54739284515381,3.54739284515381,0,12.2268676757813
1,30,4,1,0,2.93401050567627,6.48140335083008,1,20.6759471893311
1,30,4,1,0,6.42897319793701,12.9103765487671,1,20.6391868591309
1,30,4,1,1,8.15963840484619,21.0700149536133,1,23.2389144897461
1,30,4,1,1,5.95327949523926,27.0232944488525,0,9.90461349487305
1,30,4,1,1,11.9521465301514,38.9754409790039,0,11.5613803863525
1,30,4,1,0,8.14392471313477,47.1193656921387,0,1.66737389564514
1,30,4,1,1,9.08105850219727,56.2004241943359,0,12.3645629882813
1,30,4,1,1,11.607048034668,67.8074722290039,0,7.42713832855225
1,30,4,1,1,9.44749450683594,77.2549667358398,0,10.0450878143311
1,30,4,1,0,3.98699188232422,81.2419586181641,0,16.569543838501
1,30,4,1,0,8.05796813964844,89.2999267578125,1,17.5436134338379
0,[Device Ends At04/06/2014 16:41:15 -- Overall Times ] 89.2999267578125[Overall error] 163.864230394363  ,,,,,,,,
0,[User:30 - Device:4 - Object:0 - BoundingBoxType:0 - time:04/06/2014 16:42:14] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,30,4,0,0,9.6670036315918,9.6670036315918,0,15.1421642303467
1,30,4,0,0,6.08727073669434,15.7542743682861,0,6.83299779891968
1,30,4,0,0,4.7719783782959,20.526252746582,0,6.90403270721436
1,30,4,0,1,10.3797149658203,30.9059677124023,1,23.2233085632324
1,30,4,0,1,5.46963119506836,36.3755989074707,0,12.3079872131348
1,30,4,0,1,7.15642929077148,43.5320281982422,0,9.33657741546631
1,30,4,0,1,12.9119644165039,56.4439926147461,0,10.6561479568481
1,30,4,0,0,7.79256820678711,64.2365608215332,0,8.30068969726563
1,30,4,0,0,8.04555511474609,72.2821159362793,1,20.1712169647217
1,30,4,0,1,12.5097122192383,84.7918281555176,0,14.8146448135376
1,30,4,0,1,8.37532806396484,93.1671562194824,0,6.33535814285278
1,30,4,0,0,6.67620086669922,99.8433570861816,0,6.64497137069702
0,[Device Ends At04/06/2014 16:44:02 -- Overall Times ] 99.8433570861816[Overall error] 140.670096874237  ,,,,,,,,
0,[User:30 - Device:3 - Object:0 - BoundingBoxType:0 - time:04/06/2014 16:52:03] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,30,3,0,0,7.91991138458252,7.91991138458252,0,14.1929397583008
1,30,3,0,1,4.72748184204102,12.6473932266235,0,11.0595598220825
1,30,3,0,0,4.89990425109863,17.5472974777222,0,6.62644243240356
1,30,3,0,1,3.12636947631836,20.6736669540405,0,10.823353767395
1,30,3,0,1,5.2685604095459,25.9422273635864,1,18.715892791748
1,30,3,0,1,19.8500595092773,45.7922868728638,1,24.1693706512451
1,30,3,0,0,6.13784408569336,51.9301309585571,1,18.8459148406982
1,30,3,0,0,6.9926643371582,58.9227952957153,1,23.4327373504639
1,30,3,0,0,8.41099548339844,67.3337907791138,0,14.7607202529907
1,30,3,0,0,4.98262023925781,72.3164110183716,1,19.8520526885986
1,30,3,0,1,25.5206756591797,97.8370866775513,0,5.38943290710449
1,30,3,0,1,13.5622100830078,111.399296760559,0,13.7885885238647
0,[Device Ends At04/06/2014 16:54:06 -- Overall Times ] 111.399296760559[Overall error] 181.657005786896  ,,,,,,,,
0,[User:30 - Device:3 - Object:1 - BoundingBoxType:0 - time:04/06/2014 16:54:14] :: -  ,,,,,,,,
dataType, userId ,Device,object,angleType,elapsed time,overall task elapsed time, errorType,error distance
1,30,3,1,1,10.4401397705078,10.4401397705078,0,7.27316188812256
1,30,3,1,1,12.5769481658936,23.0170879364014,2,44.1219596862793
1,30,3,1,1,10.9016342163086,33.91872215271,0,9.67350292205811
1,30,3,1,0,3.62985610961914,37.5485782623291,1,18.0018177032471
1,30,3,1,1,11.4107818603516,48.9593601226807,1,24.0544261932373
1,30,3,1,0,6.63592529296875,55.5952854156494,0,7.05006837844849
1,30,3,1,0,3.66278076171875,59.2580661773682,1,18.5636386871338
1,30,3,1,1,22.7594909667969,82.017557144165,0,8.68975067138672
